feedback_id,clause,sentiment,sentiment_confidence
860,communication from support could be better and needs some improvement,neutral,0.5949
861,the experience was pleasant,positive,0.9663
861,support eventually resolved the issue,neutral,0.6597
862,from browsing to delivery,neutral,0.84
862,the experience was quite good,positive,0.9747
862,support eventually resolved the issue which slightly affected my experience,neutral,0.6756
863,the experience was decent,positive,0.9294
863,communication from support could be better,neutral,0.521
864,billing and payment were frustrating,negative,0.8702
864,billing had a small discrepancy,neutral,0.8311
865,from browsing to delivery,neutral,0.84
865,the experience was quite good,positive,0.9747
865,support eventually resolved the issue,neutral,0.6597
866,the ordering experience felt average,negative,0.8621
866,support eventually resolved the issue,neutral,0.6597
867,the ordering experience felt better than expected,positive,0.9736
867,communication from support could be better,neutral,0.521
868,the checkout process seemed decent,positive,0.8216
868,everything worked fine and needs some improvement,positive,0.783
869,billing and payment were inconsistent,negative,0.736
869,coupon application did not work properly and needs some improvement,negative,0.9019
870,billing and payment were a bit confusing,neutral,0.4992
870,and tracking updates were not regular which slightly affected my experience,negative,0.7504
871,i found the buying process to be worse than expected,negative,0.9242
871,and the final billed amount differed slightly which slightly affected my experience,negative,0.6564
872,the checkout process seemed decent,positive,0.8216
872,communication from support could be better,neutral,0.521
872,not a major concern,neutral,0.6826
873,the delivery experience turned out to be better than expected,positive,0.9801
873,communication from support could be better,neutral,0.521
874,from browsing to delivery,neutral,0.84
874,the experience was frustrating,negative,0.895
874,and the final billed amount differed slightly,neutral,0.8341
874,not a major concern,neutral,0.6826
875,Billing and payment were a bit confusing,neutral,0.4911
875,and refund processing was slower than promised,negative,0.852
876,Quite satisfied with how everything turned out,positive,0.9468
876,no complaints really,neutral,0.4839
877,my interaction with customer care was quite good,positive,0.9599
877,the invoice was not easy to access and needs some improvement,negative,0.8864
878,from browsing to delivery,neutral,0.84
878,the experience was not very impressive,negative,0.881
878,the return pickup was delayed which slightly affected my experience,negative,0.8206
879,customer support was worse than expected,negative,0.9323
879,the return pickup was delayed,negative,0.5779
880,The app/site is easy to use and didn’t face any glitches while ordering,positive,0.9077
881,the experience was average,negative,0.8643
881,the invoice was not easy to access,negative,0.828
882,the ordering experience felt a bit confusing,negative,0.6626
882,and tracking updates were not regular which could be improved,neutral,0.5808
883,the delivery experience turned out to be quite good,positive,0.975
883,coupon application did not work properly,negative,0.8587
883,not a major concern,neutral,0.6826
884,the experience was quite good,positive,0.9747
884,the return pickup was delayed,negative,0.5779
885,the delivery experience turned out to be average,negative,0.859
885,everything worked fine,positive,0.7039
886,i found the buying process to be frustrating,negative,0.8647
886,everything worked fine,positive,0.7039
887,customer support was quite good,positive,0.9558
887,and the app lagged during checkout,negative,0.8398
888,the ordering experience felt decent,positive,0.9093
888,communication from support could be better,neutral,0.521
889,billing and payment were satisfactory,positive,0.8478
889,coupon application did not work properly,negative,0.8587
889,not a major concern,neutral,0.6826
890,billing and payment were a bit confusing,neutral,0.4992
890,the return pickup was delayed which slightly affected my experience,negative,0.8206
891,the delivery experience turned out to be smooth,positive,0.9114
891,billing had a small discrepancy which could be improved,neutral,0.7188
892,using the app was a bit confusing,neutral,0.505
892,and the app froze briefly during checkout,negative,0.6335
892,not a major concern,neutral,0.6826
893,From my experience,neutral,0.7509
893,my interaction with customer care was smooth,positive,0.8227
893,billing had a small discrepancy,neutral,0.8311
893,not a major concern,neutral,0.6826
894,from browsing to delivery,neutral,0.84
894,the experience was slightly disappointing,negative,0.8861
894,billing had a small discrepancy,neutral,0.8311
895,from browsing to delivery,neutral,0.84
895,the experience was pleasant,positive,0.9663
895,support eventually resolved the issue which slightly affected my experience,neutral,0.6756
896,from browsing to delivery,neutral,0.84
896,the experience was inconsistent,negative,0.8575
896,payment failed once before succeeding,neutral,0.5795
897,my interaction with customer care was not very impressive,negative,0.8848
897,customer care took time to respond,neutral,0.7581
898,From my experience,neutral,0.7509
898,using the app was decent,positive,0.8401
898,everything worked fine and needs some improvement,positive,0.783
899,billing and payment were slightly disappointing,negative,0.8894
899,coupon application did not work properly and needs some improvement,negative,0.9019
900,the checkout process seemed slightly disappointing,negative,0.8693
900,the delivery was delayed by a couple of days,negative,0.7335
901,customer support was not very impressive,negative,0.891
901,and the app lagged during checkout,negative,0.8398
902,i found the buying process to be frustrating,negative,0.8647
902,and refund processing was slower than promised and needs some improvement,negative,0.851
903,the ordering experience felt inconsistent,negative,0.8297
903,the invoice was not easy to access,negative,0.828
904,the delivery experience turned out to be smooth,positive,0.9114
904,and the app lagged during checkout,negative,0.8398
905,using the app was not very impressive,negative,0.8712
905,customer care took time to respond,neutral,0.7581
906,i found the buying process to be slow at times,negative,0.73
906,and tracking updates were not regular,neutral,0.693
906,not a major concern,neutral,0.6826
907,my interaction with customer care was better than expected,positive,0.9604
907,customer care took time to respond,neutral,0.7581
908,the experience was not very impressive,negative,0.881
908,everything worked fine which could be improved,positive,0.8023
909,using the app was average,negative,0.7631
909,payment failed once before succeeding which slightly affected my experience,negative,0.7393
910,the delivery experience turned out to be a bit confusing,negative,0.7174
910,and the app lagged during checkout,negative,0.8398
911,the checkout process seemed inconsistent,negative,0.7649
911,customer care took time to respond which slightly affected my experience,negative,0.7476
912,From my experience,neutral,0.7509
912,the ordering experience felt inconsistent,negative,0.8297
912,the delivery was delayed by a couple of days,negative,0.7335
913,my interaction with customer care was satisfactory,positive,0.909
913,the delivery was delayed by a couple of days,negative,0.7335
913,not a major concern,neutral,0.6826
914,from browsing to delivery,neutral,0.84
914,the experience was satisfactory,positive,0.9494
914,everything worked fine,positive,0.7039
915,From my experience,neutral,0.7509
915,billing and payment were smooth,positive,0.7625
915,billing had a small discrepancy which could be improved,neutral,0.7188
916,From my experience,neutral,0.7509
916,the checkout process seemed quite good,positive,0.939
916,and the final billed amount differed slightly,neutral,0.8341
917,using the app was not very impressive,negative,0.8712
917,payment failed once before succeeding which could be improved,negative,0.4881
918,the checkout process seemed slightly disappointing,negative,0.8693
918,and refund processing was slower than promised,negative,0.852
919,the checkout process seemed smooth,positive,0.7016
919,billing had a small discrepancy,neutral,0.8311
920,billing and payment were fairly efficient,positive,0.721
920,and the app lagged during checkout,negative,0.8398
921,customer support was average,negative,0.8797
921,support eventually resolved the issue,neutral,0.6597
922,the delivery experience turned out to be a bit confusing,negative,0.7174
922,the invoice was not easy to access,negative,0.828
923,billing and payment were satisfactory,positive,0.8478
923,and tracking updates were not regular,neutral,0.693
923,not a major concern,neutral,0.6826
924,the checkout process seemed average,negative,0.7465
924,customer care took time to respond,neutral,0.7581
925,From my experience,neutral,0.7509
925,the delivery experience turned out to be mostly fine,positive,0.8742
925,the invoice was not easy to access,negative,0.828
926,the delivery experience turned out to be slightly disappointing,negative,0.8781
926,coupon application did not work properly,negative,0.8587
927,customer support was frustrating,negative,0.9218
927,and tracking updates were not regular and needs some improvement,negative,0.5728
928,i found the buying process to be slightly disappointing,negative,0.8862
928,and the app froze briefly during checkout,negative,0.6335
929,the experience was decent,positive,0.9294
929,payment failed once before succeeding,neutral,0.5795
930,the checkout process seemed smooth,positive,0.7016
930,customer care took time to respond and needs some improvement,neutral,0.5303
931,from browsing to delivery,neutral,0.84
931,the experience was a bit confusing,negative,0.6813
931,and refund processing was slower than promised,negative,0.852
932,the checkout process seemed quite good,positive,0.939
932,communication from support could be better,neutral,0.521
933,customer support was average,negative,0.8797
933,billing had a small discrepancy which could be improved,neutral,0.7188
934,using the app was smooth,positive,0.686
934,and refund processing was slower than promised which slightly affected my experience,negative,0.8799
935,the ordering experience felt satisfactory,positive,0.9461
935,coupon application did not work properly,negative,0.8587
936,my interaction with customer care was not very impressive,negative,0.8848
936,payment failed once before succeeding,neutral,0.5795
936,not a major concern,neutral,0.6826
937,the ordering experience felt average,negative,0.8621
937,and tracking updates were not regular which could be improved,neutral,0.5808
938,full marks keep it up,positive,0.9099
939,from browsing to delivery,neutral,0.84
939,the experience was quite good,positive,0.9747
939,customer care took time to respond,neutral,0.7581
940,From my experience,neutral,0.7509
940,using the app was mostly fine,positive,0.641
940,coupon application did not work properly,negative,0.8587
941,i found the buying process to be better than expected,positive,0.9373
941,the delivery was delayed by a couple of days,negative,0.7335
942,using the app was smooth,positive,0.686
942,communication from support could be better,neutral,0.521
943,using the app was fairly efficient,positive,0.8246
943,the invoice was not easy to access,negative,0.828
944,the ordering experience felt a bit confusing,negative,0.6626
944,the delivery was delayed by a couple of days,negative,0.7335
945,the experience was frustrating,negative,0.895
945,and tracking updates were not regular which slightly affected my experience,negative,0.7504
946,i found the buying process to be not very impressive,negative,0.8619
946,and refund processing was slower than promised,negative,0.852
947,the experience was satisfactory,positive,0.9494
947,the invoice was not easy to access,negative,0.828
948,using the app was inconsistent,negative,0.7601
948,customer care took time to respond,neutral,0.7581
949,customer support was a bit confusing,negative,0.7998
949,payment failed once before succeeding,neutral,0.5795
950,the ordering experience felt slow at times,negative,0.8322
950,and the app lagged during checkout,negative,0.8398
951,the delivery experience turned out to be slow at times,negative,0.8142
951,customer care took time to respond,neutral,0.7581
951,not a major concern,neutral,0.6826
952,the experience was better than expected,positive,0.9811
952,and the app froze briefly during checkout,negative,0.6335
953,the delivery experience turned out to be slightly disappointing,negative,0.8781
953,and the app froze briefly during checkout and needs some improvement,negative,0.7869
954,my interaction with customer care was quite good,positive,0.9599
954,everything worked fine,positive,0.7039
954,not a major concern,neutral,0.6826
955,the ordering experience felt quite good,positive,0.9714
955,the return pickup was delayed,negative,0.5779
956,my interaction with customer care was pleasant,positive,0.9485
956,and the app froze briefly during checkout which could be improved,negative,0.6996
957,billing and payment were decent,positive,0.6978
957,everything worked fine which could be improved,positive,0.8023
958,i found the buying process to be better than expected,positive,0.9373
958,the return pickup was delayed,negative,0.5779
959,my interaction with customer care was decent,positive,0.8777
959,the return pickup was delayed,negative,0.5779
960,from browsing to delivery,neutral,0.84
960,the experience was frustrating,negative,0.895
960,support eventually resolved the issue,neutral,0.6597
961,the experience was satisfactory,positive,0.9494
961,and refund processing was slower than promised which could be improved,negative,0.7531
962,the checkout process seemed satisfactory,positive,0.8768
962,coupon application did not work properly,negative,0.8587
963,the ordering experience felt better than expected,positive,0.9736
963,payment failed once before succeeding which slightly affected my experience,negative,0.7393
